composite_key,supplier_number_name,supplier_key,supplier_name,coupa_name,coupa_supplier_id,coupa_supplier_number,coupa_supplier_name,coupa_created_at,coupa_created_by,coupa_updated_at,coupa_updated_by,coupa_supplier_commodity,coupa_tax_id,coupa_primary_contact_email,coupa_primary_contact_phone_work,coupa_primary_pontact_phone_mobile,coupa_primary_contact_phone_fax,coupa_primary_contact_first_name,coupa_primary_contact_last_name,coupa_primary_address_street1,coupa_primary_address_street2,coupa_primary_address_city,coupa_primary_address_state,coupa_primary_address_postal_code,coupa_primary_address_country,coupa_vat_id,coupa_primary_address_tax_country,coupa_invoice_matching_level,coupa_po_method,coupa_po_change_method,coupa_po_email,coupa_supplier_payment_terms_code,coupa_supplier_payment_terms,coupa_supplier_shipping_terms_code,coupa_supplier_shipping_terms,coupa_vendor_account_group,coupa_supplier_owner,coupa_preferred_supplier,coupa_parent_company_supplier_number,coupa_content_groups,coupa_parent_company_id,coupa_parent_company_name,coupa_supplier_tag,moodys_bvd_id,moodys_company_name,moodys_status,moodys_closing_date_last_avail_year,moodys_nom_last_avail_year,moodys_financial_risk,moodys_last_closing_year
MOODYS_GB04064332-COUPA_1416393,1416393 - STRLtd trading Blackfield Associate ,1416393,STRLtd trading Blackfield Associate ,1416393,406567,1416393,STRLtd trading Blackfield Associate ,2024-11-19 10:07:56,sftp_integration@coupa.com,2025-04-08 10:11:44,sftp_integration@coupa.com,Moody's supplier,GB760357922,yasmin@blackfieldassociates.com,+44 0 2392322328,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,"1-2 Quay Point, Northarbour Road",Moody's supplier,Portsmouth,Moody's supplier,PO63TD,GB,GB760357922,GB,3-way,email,email,yasmin@blackfieldassociates.com,F045,F045 Invoice Date + 45 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GB04064332,STR Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_DK10062462-COUPA_35053,35053 - BIOMÉRIEUX DENMARK APS ,35053,BIOMÉRIEUX DENMARK APS ,35053,17008,35053,BIOMÉRIEUX DENMARK APS ,2019-06-14 09:43:45,sftp_integration@coupa.com,2025-12-29 09:41:38,sftp_integration@coupa.com,Moody's supplier,DK10062462,SSC_Europe-DK_O2C_Finance@biomerieux.com,++44 77 6416 2873,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Lautruphøj 1-3,Moody's supplier,Ballerup,Moody's supplier,2750,DK,DK10062462,DK,3-way,email,email,supply.bennor@biomerieux.com,F045,F045 Invoice Date + 45 days,DDP,DDP Delivered duty paid,NNLE,ILBN,Moody's supplier,31195,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0396 NN Invest 4 A/S DK,3986,BIOMERIEUX ,SSIMS,DK10062462,Biomerieux Denmark ApS,Active,2024-12-31,12,Go ahead,2024
MOODYS_FR451766604-COUPA_1320437,1320437 - PHARMAPLAN S.A.S. ,1320437,PHARMAPLAN S.A.S. ,1320437,111228,1320437,PHARMAPLAN S.A.S. ,2019-06-15 12:35:49,sftp_integration@coupa.com,2026-02-17 16:38:58,sftp_integration@coupa.com,Moody's supplier,FR13451766604,finance.france@exyte.net,+33 6 76 11 1...,Moody's supplier,+33 2 37 30 75 28,Moody's supplier,Moody's supplier,8 Rue Blaise Pascal - CS 70007,Moody's supplier,CHARTRES,Moody's supplier,28008,FR,FR13451766604,FR,3-way,email,email,commande@pharmaplan.com,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,KBPI,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0465 NN Ireland Production IE;0465 NN Ireland Production IE Purchasing,Moody's supplier,Moody's supplier,am,FR451766604,Pharmaplan SAS,Dissolved (merger or take-over),2024-12-31,12,Do not source,2024
MOODYS_CHCHE105148254-COUPA_38150,38150 - SOLVIAS AG ,38150,SOLVIAS AG ,38150,16012,38150,SOLVIAS AG ,2019-06-14 09:41:52,sftp_integration@coupa.com,2026-02-26 16:08:53,sftp_integration@coupa.com,Moody's supplier,CHE105148254MWST,FIBU@SOLVIAS.COM,+41   618456042 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,RÖMERPARK 2,Moody's supplier,KAISERAUGST,Moody's supplier,4303,CH,CHE105148254MWST,CH,3-way,email,email,INFO@SOLVIAS.COM,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNLE,RSRV,Preferred Supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;0053 NNI US;0053 NNI US Purchasing;0084 Clayton US;0084 Clayton US Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0074 NN Pharmatech DK;0439 NNRDUS Inc. US;0439 NNRDUS Inc. US Purchasing ;0074 NN Pharmatech DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE105148254,Solvias AG,Active,2026-12-31,12,Take caution,2026
MOODYS_DE2151580745-COUPA_1218880,1218880 - Ecker + Ecker GmbH ,1218880,Ecker + Ecker GmbH ,1218880,65393,1218880,Ecker + Ecker GmbH ,2019-06-14 15:58:44,sftp_integration@coupa.com,2025-11-05 14:10:33,sftp_integration@coupa.com,Moody's supplier,DE279464464,processing@ecker-ecker.de,+49 40413308112,Moody's supplier,+49 40413308169,Moody's supplier,Moody's supplier,Warburgstr. 50,Moody's supplier,Hamburg,Moody's supplier,20354,DE,DE279464464,DE,3-way,email,email,processing@ecker-ecker.de,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNAF,MSAY,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0003 NN Pharma GmbH DE;0003 NN Pharma GmbH DE Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE2151580745,Ecker + Ecker GmbH,Active,2023-12-31,12,Take caution,2023
MOODYS_DK28120826-COUPA_38051,38051 - ALFLOW SCANDINAVIA A/S ,38051,ALFLOW SCANDINAVIA A/S ,38051,10631,38051,ALFLOW SCANDINAVIA A/S ,2019-06-14 09:30:43,sftp_integration@coupa.com,2025-09-28 03:00:22,BVVK,Moody's supplier,DK28120826,RSA@ALFLOW.DK,+45  20162138 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,INDUSTRIVEJ VEST 36,Moody's supplier,VEJEN,Moody's supplier,6600,DK,DK28120826,DK,3-way,email,email,orders@alflow.dk,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,SLOB,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,IES,DK28120826,Alflow Scandinavia A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_DE5270115898-COUPA_32300,32300 - PROFIL INST.F. STOFFWECH- SELFORSCHUNG GMBH,32300,PROFIL INST.F. STOFFWECH- SELFORSCHUNG GMBH,32300,18156,32300,PROFIL INST.F. STOFFWECH- SELFORSCHUNG GMBH,2019-06-14 09:47:57,sftp_integration@coupa.com,2026-01-06 10:54:46,IMDN,Moody's supplier,DE199603332,CONTRACTING@PROFIL.COM,+49 2131 4018465,Moody's supplier,+49 2131 4018565,Moody's supplier,Moody's supplier,HELLERSBERGSTRASSE 9,Moody's supplier,NEUSS,Moody's supplier,41460,DE,DE199603332,DE,3-way,email,email,Contracting@profil.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,RVT,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,DE5270115898,PROFIL Institut fuer Stoffwechselforschung GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_DK16778095-COUPA_16165,16165 - G A RUSTFRI A/S ,16165,G A RUSTFRI A/S ,16165,7365,16165,G A RUSTFRI A/S ,2019-06-12 17:14:56,sftp_integration@coupa.com,2024-10-11 11:11:57,sftp_integration@coupa.com,Moody's supplier,DK16778095,LENE@GA-RUSTFRI.DK,+45  24419460 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NORDHOLMEN 5,Moody's supplier,HVIDOVRE,Moody's supplier,2650,DK,DK16778095,DK,3-way,email,email,RB@GA-RUSTFRI.DK,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,MIAX,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,IES,DK16778095,G.A. Rustfri A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_FR458503745-COUPA_47216,47216 - PMC OUVRIE ,47216,PMC OUVRIE ,47216,9742,47216,PMC OUVRIE ,2019-06-14 09:27:12,sftp_integration@coupa.com,2026-02-18 14:03:34,sftp_integration@coupa.com,Moody's supplier,FR31458503745,SADV@PMC-GROUPFRANCE.COM,+33 0 3 91 83...,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,44 RUE ALBERT EINSTEIN,Moody's supplier,CARVIN,Moody's supplier,62220,FR,FR31458503745,FR,3-way,email,email,SADV@PMC-GROUPFRANCE.COM,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,DYYL,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,FR458503745,PMC Ouvrie,Active,2024-12-31,12,Go ahead,2024
MOODYS_DK33545517-COUPA_18785,18785 - ASGER G JØRGENSEN A/S ,18785,ASGER G JØRGENSEN A/S ,18785,8274,18785,ASGER G JØRGENSEN A/S ,2019-06-13 16:41:23,sftp_integration@coupa.com,2026-01-06 10:59:08,IMDN,Moody's supplier,DK33545517,AGJKRED@AGJ-SMED.DK,+45  29 65 16 27 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,JUELSMINDEVEJ 3,Moody's supplier,KALUNDBORG,Moody's supplier,4400,DK,DK33545517,DK,3-way,email,email,ordre@agj-smed.dk,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,MIAX,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;KAGR Kalundborg Grundejerfor. DK;BAFO Bagsværd Forsyning DK,Moody's supplier,Moody's supplier,IES,DK33545517,Asger G Jorgensen A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_CHCHE103666035-COUPA_43016,43016 - ELPRO-BUCHS AG ,43016,ELPRO-BUCHS AG ,43016,11092,43016,ELPRO-BUCHS AG ,2019-06-14 09:32:27,sftp_integration@coupa.com,2025-12-29 09:44:03,sftp_integration@coupa.com,Moody's supplier,CHE103666035MWST,AURELIA.MANSER@ELPRO.COM,+4 181 5520808,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,LANGAEULISTRASSE 45,Moody's supplier,BUCHS,Moody's supplier,9470,CH,CHE103666035MWST,CH,3-way,email,email,KAM-CS@elpro.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNLE,KDSJ,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing;1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0436 NN Kenya Ltd KE,Moody's supplier,Moody's supplier,SSIMS,CHCHE103666035,Elpro-Buchs AG,Active,2026-12-31,12,Take caution,2026
MOODYS_DE7330019395-COUPA_35909,35909 - AUG. HEDINGER GMBH & CO. KG ,35909,AUG. HEDINGER GMBH & CO. KG ,35909,9405,35909,AUG. HEDINGER GMBH & CO. KG ,2019-06-14 09:24:40,sftp_integration@coupa.com,2025-09-11 14:38:35,sftp_integration@coupa.com,Moody's supplier,DE147512931,BBENECKE@HEDINGER.DE,+49 7114 02050,Moody's supplier,+49 7114 02053,Moody's supplier,Moody's supplier,POSTFACH 600262,Moody's supplier,STUTTGART,Moody's supplier,70302,DE,DE147512931,DE,3-way,email,email,BBENECKE@HEDINGER.DE,L045,L045 Current Month + 45 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,StSo,DE7330019395,Aug. Hedinger GmbH & Co. KG,Active,2024-12-31,12,Take caution,2024
MOODYS_DE4170010901-COUPA_12449,12449 - GERRESHEIMER BÜNDE GMBH ,12449,GERRESHEIMER BÜNDE GMBH ,12449,2567,12449,GERRESHEIMER BÜNDE GMBH ,2019-06-12 16:41:40,sftp_integration@coupa.com,2025-12-29 09:40:44,sftp_integration@coupa.com,Moody's supplier,DE811146735,stefanie.vogeler@gerresheimer.com,+49 5223 164 235,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,ERICH MARTENS-STR. 26-32,Moody's supplier,BUENDE,Moody's supplier,32257,DE,DE811146735,DE,3-way,email,email,stefanie.vogeler@gerresheimer.com,L030,L030 Current Month + 30 days,DDP,DDP Delivered duty paid,NNLE,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,DE4170010901,Gerresheimer Buende GmbH,Active,2025-12-31,12,Take caution,2025
MOODYS_FR900421140-COUPA_1395898,1395898 - KLIPER ,1395898,KLIPER ,1395898,334715,1395898,KLIPER ,2023-08-31 15:32:28,sftp_integration@coupa.com,2026-02-16 16:15:54,ISCN,Moody's supplier,FR60900421140,rphilbert@kliper.io,+1 (074) 970-1461,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,144 Rue Paul Bellamy,Moody's supplier,Nantes,Moody's supplier,44000,FR,FR60900421140,FR,3-way,email,email,rphilbert@kliper.io,F030,F030 Invoice Date + 30 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing,Moody's supplier,Moody's supplier,am,FR900421140,Kliper,Active,2023-12-31,12,Do not source,2023
MOODYS_FR499363570-COUPA_1401610,1401610 - UNISTA ,1401610,UNISTA ,1401610,347153,1401610,UNISTA ,2024-01-16 11:12:34,sftp_integration@coupa.com,2025-07-29 12:10:16,MTSI,Moody's supplier,FR24499363570,yasmine.chaillou@u2robotics.com,+1 (025) 141-0340,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,3 rue Georges Clemenceau,Moody's supplier,Treize-Septiers,Moody's supplier,85600,FR,FR24499363570,FR,3-way,email,email,fabien.richard@u2robotics.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing,Moody's supplier,Moody's supplier,am,FR499363570,Unista,Active,2024-12-31,12,Take caution,2024
MOODYS_NL34104969-COUPA_1360137,1360137 - SIMS LIFECYCLE SERVICES BV ,1360137,SIMS LIFECYCLE SERVICES BV ,1360137,240077,1360137,SIMS LIFECYCLE SERVICES BV ,2021-10-13 12:33:27,sftp_integration@coupa.com,2025-10-27 07:11:35,sftp_integration@coupa.com,Moody's supplier,NL807794491B01,invoices.ITAD.NL@simsmm.com,+31 0 238 880...,Moody's supplier,+31 0 238 880 110,Moody's supplier,Moody's supplier,HASTELWEG 251,Moody's supplier,CV EINDHOVEN,Moody's supplier,5652 CV,NL,NL807794491B01,NL,3-way,email,email,invoices.ITAD.NL@simsmm.com,F060,F060 Invoice Date + 60 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0014 NN B.V. NL;0014 NN B.V. NL Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,NL34104969,Sims Lifecycle Services B.V.,Active,2020-06-30,12,Take caution,2020
MOODYS_FR952019776-COUPA_1418566,1418566 - LAB SCIENCE NORMANDIE ,1418566,LAB SCIENCE NORMANDIE ,1418566,431811,1418566,LAB SCIENCE NORMANDIE ,2025-01-14 18:09:46,sftp_integration@coupa.com,2025-04-17 09:38:09,sftp_integration@coupa.com,Moody's supplier,FR70952019776,contact@lab-science.eu,+1 (066) 685-2458,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,26 rue Ampère,Moody's supplier,ALENCON,Moody's supplier,61000,FR,FR70952019776,FR,3-way,email,email,g.gerard@lab-science.eu,F014,F014 Invoice Date + 14 days,DDP,DDP Delivered duty paid,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0005 Chartres FR;0005 Chartres FR Purchasing,Moody's supplier,Moody's supplier,am,FR952019776,LAB Science Normandie,Active,2024-12-31,12,Do not source,2024
MOODYS_DK20765003-COUPA_11282,11282 - ALVENT A/S ,11282,ALVENT A/S ,11282,7317,11282,ALVENT A/S ,2019-06-12 17:14:32,sftp_integration@coupa.com,2026-01-06 10:55:17,IMDN,Moody's supplier,DK20765003,INFO@ALVENT.DK,+45  25975333 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,GLERUPVEJ 2,Moody's supplier,RØDOVRE,Moody's supplier,2610,DK,DK20765003,DK,3-way,email,email,INFO@ALVENT.DK,F060,F060 Invoice Date + 60 days,CPT,CPT Carriage paid,NNLE,JWAA,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0074 NN Pharmatech DK;0074 NN Pharmatech DK Purchasing,Moody's supplier,Moody's supplier,IES,DK20765003,Alvent A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_DK71143619-COUPA_17190,17190 - DANPAL PRODUKTION APS ,17190,DANPAL PRODUKTION APS ,17190,6637,17190,DANPAL PRODUKTION APS ,2019-06-12 17:00:32,sftp_integration@coupa.com,2026-01-06 10:56:59,IMDN,Moody's supplier,DK71143619,info@dan-pal.dk,+45  22242435 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,INDUSTRIPARKEN 21,Moody's supplier,FAKSE,Moody's supplier,4640,DK,DK71143619,DK,3-way,email,email,pgsdenmark@pgsgroup.com,F060,F060 Invoice Date + 60 days,CIP,CIP Carriage and insurance paid,NNLE,KDSJ,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,DK71143619,Danpal Produktion ApS,Active,2024-09-30,12,Take caution,2024
MOODYS_DK12539908-COUPA_33120,33120 - CKJ STEEL A/S ,33120,CKJ STEEL A/S ,33120,10821,33120,CKJ STEEL A/S ,2019-06-14 09:31:25,sftp_integration@coupa.com,2025-11-05 20:09:51,sftp_integration@coupa.com,Moody's supplier,DK12539908,INFO@CKJ-STEEL.COM,+45  2169 1848 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,INDUSTRIVEJ 3-5,Moody's supplier,KØGE,Moody's supplier,4600,DK,DK12539908,DK,3-way,email,email,INFO@CKJ-STEEL.COM,F060,F060 Invoice Date + 60 days,CPT,CPT Carriage paid,NNLE,MIAX,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;KAGR Kalundborg Grundejerfor. DK,Moody's supplier,Moody's supplier,IES,DK12539908,CKJ Steel A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_DK16427284-COUPA_25631,25631 - STOK EMBALLAGE K/S ,25631,STOK EMBALLAGE K/S ,25631,8438,25631,STOK EMBALLAGE K/S ,2019-06-13 16:50:52,sftp_integration@coupa.com,2026-01-06 10:59:08,IMDN,Moody's supplier,DK16427284,OKONOMI@STOK.DK,+45  40 70 82 84 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,ERIK STOKS ALLÉ 4,Moody's supplier,LANGESKOV,Moody's supplier,5550,DK,DK16427284,DK,3-way,email,email,HL@STOK.DK,F030,F030 Invoice Date + 30 days,CPT,CPT Carriage paid,NNLE,HLIK,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0059 NN France Sales FR;0059 NN France Sales FR Purchasing,Moody's supplier,Moody's supplier,SSIMS,DK16427284,Stok Emballage K/S,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB05840287-COUPA_40135,40135 - BRUNSWICK GROUP LLP ,40135,BRUNSWICK GROUP LLP ,40135,12548,40135,BRUNSWICK GROUP LLP ,2019-06-14 09:36:06,sftp_integration@coupa.com,2025-11-05 14:10:42,sftp_integration@coupa.com,Moody's supplier,GB649563495,ACCOUNTSSALES@BRUNSWICKGROUP.COM,+1 (207) 936-1274,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,16 LINCOLNS INN FIELDS,Moody's supplier,LONDON,Moody's supplier,WC2A 3ED,GB,GB649563495,GB,3-way,email,email,NOVONORDISK@BRUNSWICKGROUP.COM,F060,F060 Invoice Date + 60 days,EXW,EXW Ex works,NNLE,ANLW,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,GB05840287,Brunswick Limited,Active,2024-08-31,12,Take caution,2024
MOODYS_DK39529483-COUPA_51310,51310 - GROESFJELD ADVANCED CLEANINGSOLUTIONS APS,51310,GROESFJELD ADVANCED CLEANINGSOLUTIONS APS,51310,12092,51310,GROESFJELD ADVANCED CLEANINGSOLUTIONS APS,2019-06-14 09:35:06,sftp_integration@coupa.com,2026-01-13 12:50:01,sftp_integration@coupa.com,Moody's supplier,DK39529483,FRANK@GROESFJELD.DK,+45  26 13 34 68 ,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,RYVEJ 1,Moody's supplier,DRAGØR,Moody's supplier,2791,DK,DK39529483,DK,3-way,email,email,FRANK@GROESFJELD.DK,L030,L030 Current Month + 30 days,CPT,CPT Carriage paid,NNLE,ILBN,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing,Moody's supplier,Moody's supplier,SSIMS,DK39529483,Groesfjeld Advanced Cleaning Solutions ApS,Active,2024-12-31,12,Take caution,2024
MOODYS_AT9110192427-COUPA_45320,45320 - FLEXTRONICS INTERNATIONAL GMBH ,45320,FLEXTRONICS INTERNATIONAL GMBH ,45320,13755,45320,FLEXTRONICS INTERNATIONAL GMBH ,2019-06-14 09:38:30,sftp_integration@coupa.com,2026-01-06 10:58:15,IMDN,Moody's supplier,ATU16162907,REMITTANCEADVICECHEU@FLEX.COM,+43 426226441486,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Friesacher Strasse 3,Moody's supplier,ALTHOFEN,Moody's supplier,9330,AT,ATU16162907,AT,3-way,email,email,SANDRA.STRAUSS@FLEX.COM,F030,F030 Invoice Date + 30 days,EXW,EXW Ex works,NNLE,LZNG,Preferred Supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0069 NN Region China CN;0069 NN China - STJ CN;0069 NN China - STJ CN Purchasing,Moody's supplier,Moody's supplier,SSIMS,AT9110192427,Flextronics International Gesellschaft m.b.H.,Active,2025-03-31,12,Do not source,2025
MOODYS_IN30614FI-COUPA_1314420,1314420 - CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,1314420,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,1314420,114535,1314420,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,2019-06-15 12:38:35,sftp_integration@coupa.com,2025-05-28 08:17:03,VCNS,Moody's supplier,AABCM4573E,anamya.dutta@capgemini.com,+1 (953) 889-5042,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,72 and 73 155 156 158 162p,Moody's supplier,BANGALORE,Moody's supplier,560066,IN,AABCM4573E,IN,3-way,email,email,ramakant.rathore@capgemini.com,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,1000 Novo Nordisk A/S DK;1000 Novo Nordisk A/S DK Purchasing;0402 NN GSC India IN;0402 NN GSC India IN Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,IN30614FI,Capgemini Technology Services India Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_IN0010313246-COUPA_1303586,1303586 - COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,1303586,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,1303586,103318,1303586,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,2019-06-15 11:37:22,sftp_integration@coupa.com,2025-05-27 18:28:04,VCNS,Moody's supplier,AAACD3312M,Usha.M3@cognizant.com,+1 (704) 406-7879,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,OKKIAM THORAIPAKKAM,Moody's supplier,CHENNAI,Moody's supplier,600097,IN,AAACD3312M,IN,3-way,email,email,CTSNNBilling@cognizant.com,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0402 NN GSC India IN;0402 NN GSC India IN Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,IN0010313246,Cognizant Technology Solutions India Private Limited,Active,2025-03-31,12,Go ahead,2025
MOODYS_IN0005927758-COUPA_1367301,1367301 - SEVEN N CONSULTING PVT LTD ,1367301,SEVEN N CONSULTING PVT LTD ,1367301,258179,1367301,SEVEN N CONSULTING PVT LTD ,2022-03-09 14:34:12,sftp_integration@coupa.com,2025-06-02 11:37:52,VCNS,Moody's supplier,AAJCS7695B,vrana@7N.com,+91 9810248468,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,"PLOT NO 81, 3RD FLOOR, SECTOR 44",Moody's supplier,"GURGAON, HARYANA",Moody's supplier,122003,IN,AAJCS7695B,IN,3-way,email,email,shojo@7n.com,F060,F060 Invoice Date + 60 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0402 NN GSC India IN;0402 NN GSC India IN Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,IN0005927758,Seven N Consulting Private Limited,Active,2025-03-31,11,Go ahead,2025
MOODYS_IN0056112672-COUPA_1360512,1360512 - NEXT VENTURES INDIA PRIVATE LIMITED ,1360512,NEXT VENTURES INDIA PRIVATE LIMITED ,1360512,240794,1360512,NEXT VENTURES INDIA PRIVATE LIMITED ,2021-10-20 08:03:25,sftp_integration@coupa.com,2025-05-27 18:29:05,VCNS,Moody's supplier,AAHCN6205E,accounts@next-ventures.com,+44 0 203 8...,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,1ST FLOOR GOPALA KRISHNA COMPLEX 45,Moody's supplier,BANGALORE,Moody's supplier,560025,IN,AAHCN6205E,IN,3-way,email,email,AR@next-ventures.com,F030,F030 Invoice Date + 30 days,Moody's supplier,Moody's supplier,NNAF,Moody's supplier,Moody's supplier,Moody's supplier,0402 NN GSC India IN;0402 NN GSC India IN Purchasing,Moody's supplier,Moody's supplier,Moody's supplier,IN0056112672,Next Ventures India Private Limited,Active,2024-03-31,12,Do not source,2024
